store_ID,day_of_week,nb_customers_on_day,open,promotion,state_holiday,school_holiday,date_number,y_final
393,3,474,1,0,0,1,1357084800,4564.233912532225
67,3,836,1,0,0,1,1357084800,6795.779356528538
401,3,635,1,0,0,1,1357084800,5534.869573776541
948,3,1089,1,0,0,1,1357084800,8197.049897141664
615,3,1363,1,0,0,1,1357084800,9898.436753644575
604,3,584,1,0,0,1,1357084800,5198.050271676037
39,3,608,1,0,0,1,1357084800,5423.595207894436
879,3,326,1,0,0,1,1357084800,3601.5201996596697
49,3,438,1,0,0,1,1357084800,4396.066096971669
584,3,399,1,0,0,1,1357084800,4084.2669152696226
1009,3,444,1,0,0,1,1357084800,4295.190698940909
432,3,1595,1,0,0,1,1357084800,11324.895857269574
321,3,506,1,0,0,1,1357084800,4767.664156364104
1017,3,1131,1,0,0,1,1357084800,8440.703827157653
260,3,957,1,0,0,1,1357084800,7498.56094279176
549,3,450,1,0,0,1,1357084800,4397.095339558241
1106,3,620,1,0,0,1,1357084800,5343.655237865889
797,3,349,1,0,0,1,1357084800,3752.055473448414
144,3,856,1,0,0,1,1357084800,6905.501311941021
1062,3,576,1,0,0,1,1357084800,5084.3594593059815
370,3,524,1,0,0,1,1357084800,4869.312813970942
897,3,314,1,0,0,1,1357084800,3526.5190838197805
718,3,900,1,0,0,1,1357084800,7089.11158311819
710,3,322,1,0,0,1,1357084800,3601.5103254337555
314,3,560,1,0,0,1,1357084800,5094.601767178848
482,3,1026,1,0,0,1,1357084800,7883.335033110593
1064,3,1121,1,0,0,1,1357084800,8373.63320627929
898,3,775,1,0,0,1,1357084800,6308.920981116895
922,3,669,1,0,0,1,1357084800,5665.689508487185
425,3,437,1,0,0,1,1357084800,4336.33633886268
205,3,893,1,0,0,1,1357084800,7120.118221107557
333,3,1256,1,0,0,1,1357084800,9292.867062594607
629,3,699,1,0,0,1,1357084800,5888.607403428266
548,3,371,1,0,0,1,1357084800,3920.402933484447
402,3,650,1,0,0,1,1357084800,5625.265101739622
673,3,475,1,0,0,1,1357084800,4530.28500489956
415,3,455,1,0,0,1,1357084800,4446.410364272502
34,3,1019,1,0,0,1,1357084800,7905.059486232266
166,3,893,1,0,0,1,1357084800,7125.687532028173
576,3,861,1,0,0,1,1357084800,6873.989926884283
622,3,451,1,0,0,1,1357084800,4392.706620658079
323,3,592,1,0,0,1,1357084800,5286.464980637139
284,3,385,1,0,0,1,1357084800,4042.6053264184166
1049,3,631,1,0,0,1,1357084800,5418.189775905915
912,3,816,1,0,0,1,1357084800,6554.393178838914
827,3,1654,1,0,0,1,1357084800,11624.606168351129
69,3,1297,1,0,0,1,1357084800,9578.038450981536
460,3,345,1,0,0,1,1357084800,3776.0364770343867
834,3,732,1,0,0,1,1357084800,6058.517148159835
612,3,314,1,0,0,1,1357084800,3567.217894393517
762,3,0,0,0,0,1,1357084800,113.67726756714092
590,3,330,1,0,0,1,1357084800,3666.9337764917996
920,3,475,1,0,0,1,1357084800,4495.012702402321
84,3,1592,1,0,0,1,1357084800,11356.483580861328
802,3,468,1,0,0,1,1357084800,4469.61221696493
823,3,570,1,0,0,1,1357084800,5082.2740067273935
856,3,1001,1,0,0,1,1357084800,7679.029551398324
141,3,712,1,0,0,1,1357084800,6036.761744724271
1052,3,836,1,0,0,1,1357084800,6655.118555071939
289,3,555,1,0,0,1,1357084800,5067.992394679408
1042,3,548,1,0,0,1,1357084800,4918.210632014912
107,3,944,1,0,0,1,1357084800,7441.9432245756325
454,3,850,1,0,0,1,1357084800,6825.017097941446
1111,3,505,1,0,0,1,1357084800,4648.814020790109
121,3,664,1,0,0,1,1357084800,5749.895143023603
252,3,804,1,0,0,1,1357084800,6576.212391311282
81,3,576,1,0,0,1,1357084800,5224.449049386108
291,3,876,1,0,0,1,1357084800,7005.227068265218
119,3,691,1,0,0,1,1357084800,5913.149744164797
274,4,543,1,0,0,1,1357171200,4926.9600496533785
1036,4,463,1,0,0,1,1357171200,4335.273184796785
210,4,243,1,0,0,1,1357171200,3125.332815532985
89,4,578,1,0,0,1,1357171200,5164.634681032075
809,4,699,1,0,0,1,1357171200,5792.159168444912
1062,4,598,1,0,0,1,1357171200,5146.405288114494
564,4,383,1,0,0,1,1357171200,3919.805029582267
380,4,1355,1,0,0,1,1357171200,9812.96458920651
81,4,458,1,0,0,1,1357171200,4441.470457327434
683,4,976,1,0,0,1,1357171200,7482.093502376759
679,4,937,1,0,0,1,1357171200,7247.265053654517
322,4,547,1,0,0,1,1357171200,4944.249068017616
96,4,528,1,0,0,0,1357171200,4793.037105125782
1007,4,678,1,0,0,1,1357171200,5637.130542179396
372,4,613,1,0,0,1,1357171200,5335.477581363371
20,4,818,1,0,0,1,1357171200,6623.101370191418
953,4,613,1,0,0,1,1357171200,5252.509128930596
185,4,508,1,0,0,1,1357171200,4728.4133975631175
338,4,624,1,0,0,1,1357171200,5406.727653988674
77,4,544,1,0,0,1,1357171200,4961.128098665178
970,4,369,1,0,0,1,1357171200,3777.3246327834877
206,4,458,1,0,0,1,1357171200,4423.620101812637
186,4,328,1,0,0,1,1357171200,3641.8106250326173
90,4,901,1,0,0,1,1357171200,7114.083934902963
300,4,666,1,0,0,1,1357171200,5665.661488325329
994,4,356,1,0,0,1,1357171200,3695.430811158408
337,4,281,1,0,0,1,1357171200,3336.5606257081877
126,4,446,1,0,0,1,1357171200,4362.613664696348
689,4,732,1,0,0,1,1357171200,6008.479837514954
655,4,438,1,0,0,1,1357171200,4238.783850393888
714,4,235,1,0,0,1,1357171200,3005.0730723334846
53,4,549,1,0,0,1,1357171200,4994.734810526419
275,4,642,1,0,0,1,1357171200,5524.37023013677
375,4,764,1,0,0,1,1357171200,6246.468369623481
424,4,546,1,0,0,1,1357171200,4923.6472891970625
1061,4,459,1,0,0,1,1357171200,4307.559558811907
943,4,544,1,0,0,1,1357171200,4837.460835658666
505,4,492,1,0,0,1,1357171200,4586.142267917559
589,4,262,1,0,0,1,1357171200,3185.8924233012394
266,4,466,1,0,0,0,1357171200,4394.535520955904
302,4,244,1,0,0,1,1357171200,3118.230842594574
26,4,529,1,0,0,1,1357171200,4877.872712908017
473,4,438,1,0,0,1,1357171200,4264.773968023433
493,4,611,1,0,0,1,1357171200,5306.126659784088
442,4,377,1,0,0,1,1357171200,3901.0116442418284
822,4,586,1,0,0,1,1357171200,5108.247306057145
854,4,606,1,0,0,0,1357171200,5155.591869481485
721,4,684,1,0,0,1,1357171200,5714.187487920131
39,4,525,1,0,0,1,1357171200,4851.8727210525585
867,4,392,1,0,0,1,1357171200,3930.8587662987184
408,4,377,1,0,0,1,1357171200,3905.8669409418535
149,4,481,1,0,0,1,1357171200,4570.5853044984215
812,4,764,1,0,0,0,1357171200,6115.260006770281
849,4,813,1,0,0,1,1357171200,6474.538368814886
842,4,1107,1,0,0,1,1357171200,8250.089272544803
120,4,592,1,0,0,1,1357171200,5244.710234951123
71,4,636,1,0,0,1,1357171200,5517.286678014039
949,4,480,1,0,0,1,1357171200,4450.307140483243
774,4,678,1,0,0,1,1357171200,5670.403604858978
24,4,711,1,0,0,1,1357171200,5976.690065723596
1097,4,1803,1,0,0,1,1357171200,12414.653096748629
894,4,859,1,0,0,1,1357171200,6745.763121971634
177,4,463,1,0,0,1,1357171200,4457.940827894469
290,4,594,1,0,0,1,1357171200,5232.505528891959
535,4,855,1,0,0,1,1357171200,6772.885788128211
961,4,604,1,0,0,1,1357171200,5197.043707693329
99,4,342,1,0,0,1,1357171200,3738.736914557635
811,4,636,1,0,0,1,1357171200,5411.612573366442
11,4,1123,1,0,0,1,1357171200,8465.332655534852
258,4,518,1,0,0,1,1357171200,4778.347677147275
665,4,1234,1,0,0,1,1357171200,9041.923243454705
1109,4,392,1,0,0,1,1357171200,3896.3004780220717
190,5,564,1,0,0,1,1357257600,4994.965428647354
865,5,557,1,0,0,1,1357257600,4856.322287824092
371,5,500,1,0,0,1,1357257600,4582.821235751215
471,5,566,1,0,0,1,1357257600,4966.909606891051
466,5,766,1,0,0,1,1357257600,6174.801365207622
58,5,419,1,0,0,1,1357257600,4138.611539601395
20,5,646,1,0,0,1,1357257600,5514.18478722683
400,5,1072,1,0,0,1,1357257600,8031.208301386285
867,5,404,1,0,0,1,1357257600,3932.545707902431
312,5,562,1,0,0,1,1357257600,4965.471704223953
811,5,595,1,0,0,1,1357257600,5093.3974127847205
178,5,912,1,0,0,0,1357257600,7028.36481753031
205,5,802,1,0,0,1,1357257600,6429.364901459795
610,5,513,1,0,0,1,1357257600,4627.157909373162
553,5,638,1,0,0,1,1357257600,5389.783761547897
173,5,925,1,0,0,1,1357257600,7176.34890509061
323,5,551,1,0,0,1,1357257600,4897.506097013372
832,5,542,1,0,0,1,1357257600,4770.4964508728
440,5,553,1,0,0,1,1357257600,4892.869941692482
489,5,587,1,0,0,1,1357257600,5091.092818826998
84,5,1348,1,0,0,1,1357257600,9742.239286980144
488,5,302,1,0,0,1,1357257600,3371.0073363343454
414,5,462,1,0,0,1,1357257600,4347.3169420758895
1078,5,426,1,0,0,1,1357257600,4035.2038596440116
696,5,973,1,0,0,1,1357257600,7391.385676199736
600,5,564,1,0,0,1,1357257600,4936.416262558821
540,5,272,1,0,0,1,1357257600,3182.504926825793
688,5,396,1,0,0,1,1357257600,3909.820307235781
118,5,533,1,0,0,1,1357257600,4818.134683089001
375,5,786,1,0,0,1,1357257600,6308.514198431993
480,5,560,1,0,0,1,1357257600,4929.409048971106
589,5,281,1,0,0,1,1357257600,3229.8305859483116
47,5,773,1,0,0,1,1357257600,6276.8869779365805
326,5,369,1,0,0,1,1357257600,3798.545941353675
188,5,370,1,0,0,1,1357257600,3824.2886225624907
653,5,515,1,0,0,1,1357257600,4633.089164517032
822,5,583,1,0,0,1,1357257600,5019.395916853659
817,5,3105,1,0,0,1,1357257600,20242.621284124554
293,5,751,1,0,0,1,1357257600,6108.967926432903
766,5,487,1,0,0,1,1357257600,4447.947558958218
229,5,671,1,0,0,1,1357257600,5635.236210818087
234,5,870,1,0,0,1,1357257600,6835.664051972995
881,5,520,1,0,0,1,1357257600,4630.709559660441
1035,5,611,1,0,0,0,1357257600,5089.180275256414
50,5,330,1,0,0,1,1357257600,3602.5598662316306
282,5,546,1,0,0,1,1357257600,4873.181570019826
113,5,636,1,0,0,1,1357257600,5440.545235519022
831,5,1394,1,0,0,1,1357257600,9913.216443565792
52,5,550,1,0,0,1,1357257600,4930.169779048972
163,5,1011,1,0,0,1,1357257600,7696.863363493065
1054,5,624,1,0,0,1,1357257600,5233.737094557873
659,5,592,1,0,0,1,1357257600,5096.995778929274
668,5,1107,1,0,0,1,1357257600,8204.193244379356
748,5,492,1,0,0,1,1357257600,4480.6974537547485
718,5,828,1,0,0,1,1357257600,6513.040149159546
1025,5,804,1,0,0,1,1357257600,6324.338346723687
807,5,895,1,0,0,1,1357257600,6904.735240305164
189,5,886,1,0,0,1,1357257600,6938.664399486001
1095,5,630,1,0,0,1,1357257600,5264.0975102718985
90,5,931,1,0,0,1,1357257600,7224.416873475315
493,5,706,1,0,0,1,1357257600,5808.792365187633
22,5,501,1,0,0,1,1357257600,4638.695317069008
193,5,603,1,0,0,1,1357257600,5229.936680213716
475,5,915,1,0,0,1,1357257600,7072.863558962062
251,5,2340,1,0,0,1,1357257600,15705.992822728433
837,5,380,1,0,0,1,1357257600,3791.968463934465
1,5,619,1,0,0,1,1357257600,5353.929045812121
141,5,588,1,0,0,1,1357257600,5146.824097300672
660,5,410,1,0,0,1,1357257600,3998.3212289578137
132,5,374,1,0,0,1,1357257600,3856.4291367150395
308,5,1036,1,0,0,1,1357257600,7827.054169107898
416,5,1198,1,0,0,1,1357257600,8789.445434660858
897,5,313,1,0,0,1,1357257600,3378.995749015209
796,5,623,1,0,0,1,1357257600,5264.544339619933
356,5,402,1,0,0,1,1357257600,3993.4461838059606
498,5,744,1,0,0,1,1357257600,6037.442122345277
531,5,550,1,0,0,1,1357257600,4861.76721671627
1061,6,502,1,0,0,0,1357344000,4356.811807734981
43,6,467,1,0,0,0,1357344000,4290.928997830691
120,6,533,1,0,0,1,1357344000,4747.105354358719
417,6,705,1,0,0,0,1357344000,5674.0622496046335
298,6,613,1,0,0,0,1357344000,5135.75402577057
179,6,872,1,0,0,0,1357344000,6716.0427428249495
648,6,600,1,0,0,0,1357344000,5007.3064769629
147,6,932,1,0,0,0,1357344000,7082.765757065532
580,6,1542,1,0,0,0,1357344000,10702.824245055013
862,6,840,1,0,0,0,1357344000,6425.359961236743
183,6,271,1,0,0,0,1357344000,3087.902410440058
358,6,1079,1,0,0,0,1357344000,7939.9099988671005
531,6,446,1,0,0,0,1357344000,4094.4875467708453
683,6,633,1,0,0,0,1357344000,5201.492705194593
903,6,882,1,0,0,0,1357344000,6673.012370888046
213,6,506,1,0,0,0,1357344000,4502.052174429282
913,6,1145,1,0,0,0,1357344000,8259.023075933075
269,6,988,1,0,0,0,1357344000,7403.353578429965
383,6,2115,1,0,0,1,1357344000,14258.324162154782
136,6,362,1,0,0,0,1357344000,3643.8800176772916
7,6,575,1,0,0,0,1357344000,4947.945882030781
450,6,1451,1,0,0,0,1357344000,10172.12274122673
950,6,381,1,0,0,0,1357344000,3642.3203882540524
222,6,448,1,0,0,0,1357344000,4150.685403044383
185,6,550,1,0,0,0,1357344000,4771.629757765712
1050,6,453,1,0,0,1,1357344000,4131.427611690238
354,6,752,1,0,0,0,1357344000,5966.745598646647
1104,6,470,1,0,0,0,1357344000,4157.522846382534
44,6,483,1,0,0,0,1357344000,4387.36041451425
1082,6,877,1,0,0,0,1357344000,6617.271218188457
814,6,479,1,0,0,0,1357344000,4253.258669661182
613,6,1043,1,0,0,0,1357344000,7686.203279679638
725,6,549,1,0,0,0,1357344000,4688.4803332213105
210,6,332,1,0,0,0,1357344000,3452.2359455981355
688,6,165,1,0,0,0,1357344000,2375.982769789409
894,6,848,1,0,0,0,1357344000,6469.077379988795
572,6,540,1,0,0,0,1357344000,4656.006169887102
891,6,1226,1,0,0,0,1357344000,8751.071724862551
845,6,350,1,0,0,0,1357344000,3470.2021365516057
100,6,681,1,0,0,0,1357344000,5574.4694218986415
166,6,860,1,0,0,0,1357344000,6645.46851515273
631,6,573,1,0,0,0,1357344000,4846.765129859955
745,6,321,1,0,0,0,1357344000,3309.4416480695263
372,6,720,1,0,0,0,1357344000,5771.026708397159
412,6,752,1,0,0,0,1357344000,5958.463033687781
554,6,260,1,0,0,0,1357344000,2968.527779346862
461,6,533,1,0,0,0,1357344000,4629.606064540883
662,6,718,1,0,0,0,1357344000,5717.542106161871
408,6,517,1,0,0,0,1357344000,4540.600395751479
1081,6,0,0,0,0,0,1357344000,-212.9115288062285
467,6,1749,1,0,0,0,1357344000,11968.389931579728
332,6,179,1,0,0,0,1357344000,2511.323024382269
545,6,753,1,0,0,0,1357344000,5945.506144140517
292,6,340,1,0,0,0,1357344000,3488.813222144268
909,6,778,1,0,0,0,1357344000,6044.423126893426
787,6,936,1,0,0,0,1357344000,7015.5154917116915
826,6,489,1,0,0,0,1357344000,4311.90392273656
596,6,639,1,0,0,0,1357344000,5250.131884955771
680,6,974,1,0,0,0,1357344000,7260.159167410594
962,6,721,1,0,0,0,1357344000,5692.808919087798
46,6,651,1,0,0,0,1357344000,5401.104113866636
958,6,394,1,0,0,0,1357344000,3719.6445188673442
53,6,373,1,0,0,0,1357344000,3722.1274296643955
1110,6,428,1,0,0,0,1357344000,3903.1587030576684
615,6,1097,1,0,0,1,1357344000,8080.659184870786
156,6,361,1,0,0,0,1357344000,3634.988072074444
14,6,335,1,0,0,0,1357344000,3498.3329692067764
1069,6,375,1,0,0,0,1357344000,3589.1115174810866
308,6,962,1,0,0,0,1357344000,7240.8511607768705
83,6,260,1,0,0,0,1357344000,3035.787918926616
304,6,799,1,0,0,0,1357344000,6257.572510715121
942,6,429,1,0,0,1,1357344000,4001.9889895635047
824,6,434,1,0,0,0,1357344000,3980.215648798403
628,6,502,1,0,0,0,1357344000,4418.6454392382375
578,6,803,1,0,0,0,1357344000,6242.588086308606
705,6,641,1,0,0,0,1357344000,5246.638152387828
139,6,277,1,0,0,0,1357344000,3130.4010679041457
970,6,153,1,0,0,1,1357344000,2332.085223075738
331,6,630,1,0,0,0,1357344000,5233.651640162821
197,6,763,1,0,0,0,1357344000,6055.56042109851
833,6,476,1,0,0,0,1357344000,4232.437749461493
465,6,586,1,0,0,1,1357344000,5017.740475323313
965,6,733,1,0,0,1,1357344000,5833.614695174671
943,6,537,1,0,0,0,1357344000,4584.918648557746
1058,6,443,1,0,0,0,1357344000,4001.1227817590225
953,6,251,1,0,0,0,1357344000,2857.2264460593115
559,6,294,1,0,0,0,1357344000,3173.0339816225865
867,6,458,1,0,0,0,1357344000,4118.93645579283
904,6,533,1,0,0,0,1357344000,4566.3444045964425
319,7,0,0,0,0,0,1357430400,-174.83948463007164
764,7,0,0,0,0,0,1357430400,-238.38675026274905
771,7,0,0,0,1,0,1357430400,-615.7814681902137
140,7,0,0,0,0,1,1357430400,-80.47425555941209
298,7,0,0,0,1,0,1357430400,-548.2357229222225
840,7,0,0,0,0,0,1357430400,-249.23976641574518
979,7,0,0,0,0,0,1357430400,-269.08936174819974
297,7,0,0,0,1,0,1357430400,-548.0929200781038
147,7,0,0,0,0,0,1357430400,-150.27739544171163
208,7,0,0,0,0,0,1357430400,-158.98836893293264
178,7,0,0,0,0,0,1357430400,-154.7042836093815
957,7,0,0,0,0,0,1357430400,-265.9476991775946
525,7,0,0,0,0,0,1357430400,-204.2568705184567
533,7,0,0,0,1,0,1357430400,-581.79439129004
167,7,0,0,0,1,0,1357430400,-529.5285503427158
150,7,0,0,0,0,0,1357430400,-150.70580397406684
651,7,0,0,0,0,0,1357430400,-222.25002887737264
263,7,0,0,0,1,0,1357430400,-543.2376233780797
500,7,0,0,0,1,0,1357430400,-577.0818974341337
794,7,0,0,0,0,0,1357430400,-242.6708355863002
931,7,0,0,0,0,0,1357430400,-262.23482523051734
352,7,0,0,0,0,0,1357430400,-179.551978485978
612,7,0,0,0,1,0,1357430400,-593.0758159753923
366,7,0,0,0,1,0,1357430400,-557.9463163222717
638,7,0,0,0,1,0,1357430400,-596.7886899224695
361,7,0,0,0,1,0,1357430400,-557.23230210168
642,7,0,0,0,0,0,1357430400,-220.96480328030702
971,7,0,0,0,0,0,1357430400,-267.9469389952519
956,7,0,0,0,0,0,1357430400,-265.8048963334768
325,7,0,0,0,0,0,1357430400,-175.69630169478205
452,7,0,0,0,0,0,1357430400,-193.83226289781578
806,7,0,0,0,1,0,1357430400,-620.7795677343565
148,7,0,0,0,0,0,1357430400,-150.42019828582943
21,7,0,0,0,1,0,1357430400,-508.679335101433
531,7,0,0,0,0,0,1357430400,-205.11368758316712
832,7,0,0,0,0,1,1357430400,-179.29382368932784
47,7,0,0,0,0,0,1357430400,-135.99711102987385
1016,7,0,0,0,0,0,1357430400,-274.3730669805791
435,7,0,0,0,0,0,1357430400,-191.40461454780325
691,7,0,0,0,0,0,1357430400,-227.9621426421072
519,7,0,0,0,0,0,1357430400,-203.4000534537472
941,7,0,0,0,1,0,1357430400,-640.0579516903372
1071,7,0,0,0,0,0,1357430400,-282.2272234070897
987,7,0,0,0,0,0,1357430400,-270.23178450114665
816,7,0,0,0,0,0,1357430400,-245.81249815690444
590,7,0,0,0,1,0,1357430400,-589.934153404788
927,7,0,0,0,0,0,1357430400,-261.66361385404343
732,7,0,0,0,0,0,1357430400,-233.81705925096048
639,7,0,0,0,0,0,1357430400,-220.53639474795182
965,7,0,0,0,0,1,1357430400,-198.28660195707198
129,7,0,0,0,1,0,1357430400,-524.1020422662168
1046,7,0,0,0,1,0,1357430400,-655.0522503227667
814,7,0,0,0,0,0,1357430400,-245.52689246866703
632,7,0,0,0,0,0,1357430400,-219.5367748391236
69,7,0,0,0,0,1,1357430400,-70.33525362700766
948,7,1402,1,0,1,0,1357430400,9358.109556491585
520,7,0,0,0,0,0,1357430400,-203.542856297865
38,7,0,0,0,0,0,1357430400,-134.71188543280823
845,7,0,0,0,0,0,1357430400,-249.9537806363369
521,7,0,0,0,0,0,1357430400,-203.6856591419837
289,7,0,0,0,0,1,1357430400,-101.75187933305006
425,7,0,0,0,0,0,1357430400,-189.97658610661983
56,7,0,0,0,0,1,1357430400,-68.47881665346904
410,7,0,0,0,0,0,1357430400,-187.8345434448438
738,7,0,0,0,0,0,1357430400,-234.6738763156709
675,7,0,0,0,0,0,1357430400,-225.67729713621338
232,7,0,0,0,1,0,1357430400,-538.8107352104098
944,7,0,0,0,0,0,1357430400,-264.09126220405597
39,7,0,0,0,0,0,1357430400,-134.85468827692694
1114,7,0,0,0,0,0,1357430400,-288.3677457041804
665,7,0,0,0,0,1,1357430400,-155.44574872155954
634,7,0,0,0,0,0,1357430400,-219.8223805273601
951,7,0,0,0,0,0,1357430400,-265.0908821128851
446,7,0,0,0,0,0,1357430400,-192.97544583310537
371,7,0,0,0,0,1,1357430400,-113.4617125507566
142,7,0,0,0,0,0,1357430400,-149.56338122111993
115,7,0,0,0,1,0,1357430400,-522.1028024485595
912,1,758,1,1,0,0,1357516800,7557.518190347743
226,1,934,1,1,0,1,1357516800,8786.60087619088
918,1,777,1,1,0,0,1357516800,7671.3432589721515
447,1,764,1,1,0,0,1357516800,7660.136845185667
689,1,1011,1,1,0,1,1357516800,9185.246590841025
636,1,1045,1,1,0,0,1357516800,9329.231838102147
858,1,543,1,1,0,0,1357516800,6267.513469026957
552,1,1117,1,1,0,1,1357516800,9844.614784856112
1024,1,830,1,1,0,0,1357516800,7976.108259681038
1047,1,783,1,1,0,0,1357516800,7689.137024403761
891,1,1371,1,1,0,0,1357516800,11260.516835728406
889,1,630,1,1,0,0,1357516800,6788.208899541039
249,1,683,1,1,0,0,1357516800,7199.504821962233
966,1,789,1,1,0,0,1357516800,7736.919387100228
955,1,500,1,1,0,0,1357516800,5994.11837816684
297,1,1060,1,1,0,0,1357516800,9468.180333065473
308,1,1290,1,1,0,0,1357516800,10854.863907490548
39,1,1046,1,1,0,0,1357516800,9420.521024761296
185,1,728,1,1,0,0,1357516800,7480.259196407405
807,1,1155,1,1,0,1,1357516800,10037.563830984162
1037,1,1075,1,1,0,0,1357516800,9453.044559225074
262,1,2995,1,1,0,0,1357516800,21152.623106738218
109,1,946,1,1,0,0,1357516800,8806.93595362502
1039,1,1237,1,1,0,0,1357516800,10430.57292625458
761,1,1380,1,1,0,0,1357516800,11333.404203948114
254,1,296,1,1,0,0,1357516800,4862.901872915921
115,1,496,1,1,0,0,1357516800,6089.929212344355
128,1,576,1,1,0,1,1357516800,6639.747392982677
817,1,4065,1,1,0,0,1357516800,27531.768459166018
1018,1,1729,1,1,0,0,1357516800,13403.229036457176
172,1,1046,1,1,0,0,1357516800,9401.528246493552
153,1,1005,1,1,0,0,1357516800,9156.770062992124
484,1,808,1,1,0,0,1357516800,7920.432243654403
1082,1,1386,1,1,0,0,1357516800,11323.779823308996
515,1,767,1,1,0,0,1357516800,7668.5339179470575
804,1,506,1,1,0,0,1357516800,6051.896939951594
178,1,1289,1,1,0,0,1357516800,10867.392388505456
104,1,1387,1,1,0,0,1357516800,11469.476893577246
427,1,1209,1,1,0,0,1357516800,10348.963382681588
830,1,678,1,1,0,0,1357516800,7086.356925927058
861,1,319,1,1,0,0,1357516800,4915.045987107105
994,1,740,1,1,0,0,1357516800,7437.162360161398
770,1,1092,1,1,0,0,1357516800,9593.783026852838
134,1,681,1,1,0,0,1357516800,7203.8553715948865
610,1,829,1,1,0,0,1357516800,8029.192748425566
313,1,1020,1,1,0,0,1357516800,9224.459938740383
360,1,1024,1,1,0,0,1357516800,9241.89175994874
1058,1,940,1,1,0,0,1357516800,8635.200722233803
976,1,1020,1,1,0,0,1357516800,9129.7816530899
763,1,741,1,1,0,0,1357516800,7476.185705873223
713,1,1777,1,1,0,0,1357516800,13736.506562496315
232,1,113,1,1,0,0,1357516800,3761.4758996387036
367,1,837,1,1,0,0,1357516800,8112.18094931017
972,1,646,1,1,0,0,1357516800,6872.930483006892
519,1,637,1,1,0,0,1357516800,6883.297172908196
1021,1,1219,1,1,0,0,1357516800,10324.497380480072
1041,1,812,1,1,0,0,1357516800,7865.034614362387
